p (mbar),Tpot (K),rho (g/m**3),wd(deg)
980.61,283.03,1209.95,197.8
980.21,283.04,1209.52,211.8
980.13,283.05,1209.41,215.8
980.3,283.07,1209.49,203.2
980.62,283.07,1209.73,198.1
980.49,283.08,1209.57,204.3
980.45,283.1,1209.43,202.7
980.65,283.07,1209.74,194.7
980.94,282.94,1210.49,211.8
981.12,282.24,1213.65,232.1
980.87,281.5,1216.67,222.9
980.92,281.26,1217.66,222.6
980.9,281.06,1218.49,211.8
981.39,280.9,1219.71,210.1
981.55,280.74,1220.62,211.9
981.88,280.6,1221.57,207.7
982.06,280.48,1222.24,205.7
981.99,280.4,1222.55,202.6
981.84,280.36,1222.57,196
981.93,280.27,1223.04,198.9
981.94,280.18,1223.49,210.9
982.14,280.03,1224.29,205.8
982.25,279.88,1225.04,205.4
982.2,279.84,1225.21,210.7
982.26,279.81,1225.41,212.8
982.26,279.85,1225.21,195.2
982.25,279.86,1225.17,158.1
982.59,279.78,1225.86,170.7
983.01,279.8,1226.11,160.4
983.35,279.69,1226.93,198.1
983.27,279.56,1227.44,209.7
983,279.52,1227.36,213.9
983.17,279.43,1227.98,229.4
983.37,279.28,1228.81,226.9
983.38,279.16,1229.38,219
983.49,278.86,1230.87,220.1
983.56,278.69,1231.68,219.4
983.45,278.69,1231.64,223.6
983.56,278.81,1231.22,223.9
983.67,278.84,1231.19,216
983.86,278.59,1232.51,222.1
983.99,278.56,1232.8,224.9
984.09,278.67,1232.46,228.6
984.29,278.73,1232.42,222.5
984.33,278.53,1233.32,223.7
984.27,278.59,1233.03,213.8
984.34,278.47,1233.62,200
984.36,278.26,1234.55,204
984.4,278.36,1234.16,208.5
984.3,278.44,1233.74,212.8
984.35,278.25,1234.67,214.5
984.37,278.02,1235.69,222.2
984.41,278.14,1235.22,218.5
984.44,277.94,1236.19,218.9
984.49,278.03,1235.81,223.1
984.56,278.18,1235.2,223.2
984.57,278.18,1235.24,220.9
984.58,278.23,1235,218.5
984.57,278.26,1234.86,218.4
984.57,278.26,1234.89,210.1
984.59,278.08,1235.73,204
984.58,277.88,1236.6,202.4
984.6,277.79,1237.03,202.8
984.57,277.69,1237.48,206.8
984.56,277.66,1237.6,202.6
984.62,277.72,1237.36,199.6
984.58,277.84,1236.83,210.1
984.62,277.92,1236.5,228.6
984.57,277.81,1236.96,235.4
984.53,277.74,1237.24,224.6
984.44,277.61,1237.74,213.6
984.29,277.57,1237.79,218.2
984.21,277.56,1237.75,217.4
984.08,277.6,1237.44,220
984,277.69,1236.95,210.7
984.09,277.64,1237.26,199.4
984.1,277.55,1237.69,204.4
984.08,277.35,1238.6,192.2
983.96,277.33,1238.54,231
983.91,277.32,1238.57,215.6
983.78,277.29,1238.55,205
983.7,277.3,1238.46,206.3
983.67,277.35,1238.2,206.4
983.6,277.45,1237.71,206.3
983.54,277.61,1236.93,204.6
983.48,277.64,1236.73,189.5
983.48,277.45,1237.6,198.8
983.47,277.29,1238.28,192.9
983.4,277.24,1238.44,196
983.3,277.28,1238.16,192.9
983.25,277.3,1238.04,195.8
983.14,277.35,1237.71,195.4
983.16,277.4,1237.51,195.9
983.13,277.4,1237.46,196.8
983.08,277.41,1237.38,201.8
983,277.54,1236.7,189.2
982.79,277.67,1235.94,182.1
982.72,277.66,1235.88,176.8
982.76,277.69,1235.8,193.9
982.62,277.96,1234.47,185.9
982.55,278.21,1233.27,172
982.21,278.28,1232.67,184
981.94,278.28,1232.44,191.6
981.72,278.36,1231.88,181
981.73,278.36,1231.89,191.5
981.68,278.4,1231.66,183.4
981.65,278.47,1231.33,184
981.52,278.46,1231.26,172.2
981.31,278.48,1230.95,179.1
981.24,278.57,1230.54,196.8
981.25,278.78,1229.61,190.3
981.29,279.12,1228.16,197.1
981.31,279.36,1227.15,193.3
981.24,279.4,1226.91,174.7
981.09,279.07,1228.22,178.7
980.83,279.04,1228.1,186.4
980.67,279.14,1227.53,199.8
980.64,279.24,1227.09,204.3
980.52,279.34,1226.57,194.5
980.25,279.42,1225.97,194.2
980.18,279.51,1225.53,198.8
980.07,279.67,1224.77,196
979.97,279.92,1223.6,182.6
979.93,280.48,1221.13,163.5
979.82,280.8,1219.64,175.9
979.59,281.09,1218.22,184.5
979.56,281.28,1217.38,180.5
979.38,281.47,1216.42,187.8
979.36,281.58,1215.92,189.8
979.14,281.76,1214.95,182.4
979.09,281.79,1214.77,180.9
978.93,281.84,1214.44,178.3
978.82,282.05,1213.42,180.6
978.63,282.36,1211.95,175
978.48,282.54,1211.09,184.6
978.33,282.65,1210.5,181
978.4,283.07,1208.71,179.5
978.35,283.44,1207.07,178.3
978.12,283.68,1205.81,174.9
977.91,283.92,1204.53,174.4
977.8,284.09,1203.71,176.1
977.68,284.44,1202.05,175.1
977.65,284.69,1200.91,178.4
977.61,284.85,1200.17,173
977.61,284.92,1199.83,167.6
977.32,285.54,1196.91,156.4
976.82,285.86,1195.08,161
976.55,286.03,1194.1,175.1
976.61,286.65,1191.56,187.4
976.47,287.8,1186.73,180.2
976.51,288.2,1185.1,185.4
976.48,288.24,1184.91,191.6
976.46,288.16,1185.27,192.1
976.41,288.17,1185.16,187.4
976.34,288.21,1184.9,181.9
976.23,288.34,1184.24,181.8
976.13,288.38,1184.02,182.8
976.14,288.68,1182.87,192
976.22,288.71,1182.9,192.3
976.53,288.66,1183.33,180.9
976.82,288.46,1184.38,182.4
976.8,288.14,1185.67,172.5
976.96,287.83,1187.03,174.7
977.01,287.64,1187.88,175.9
977.13,287.48,1188.66,175.8
977.06,287.27,1189.44,178.7
977.05,287.14,1189.94,171.4
977.24,286.96,1190.82,176
977.45,286.81,1191.6,177.7
977.57,286.69,1192.2,170.2
977.67,286.6,1192.7,173.5
977.96,286.38,1193.85,174.5
978.14,286.32,1194.24,172.4
978.2,286.24,1194.64,175.7
978.36,286.08,1195.42,179.6
978.53,285.82,1196.68,182.6
978.65,285.67,1197.41,180.7
978.7,285.47,1198.26,196.2
978.77,285.31,1199.01,200.2
978.9,285.19,1199.58,203.7
978.88,285.03,1200.22,187.6
978.86,284.85,1200.98,192.2
978.95,284.96,1200.58,196.2
979.02,285.28,1199.25,199.9
979.08,285.48,1198.47,178.1
979.21,285.47,1198.62,180.3
979.3,285.26,1199.58,171.7
979.42,284.97,1200.91,184.1
979.42,285.01,1200.73,180.9
979.45,285.15,1200.17,191.4
979.49,285.28,1199.66,189.3
979.52,285.3,1199.57,178.7
979.62,285.3,1199.69,189.4
979.68,285.8,1197.59,186.3
979.73,285.84,1197.49,193.5
979.82,285.86,1197.46,177.3
979.91,285.57,1198.75,183.8
980.03,285.61,1198.68,203
980.07,285.69,1198.39,160.8
980.17,285.55,1199.06,183.3
980.24,285.75,1198.32,187.5
980.25,285.72,1198.45,178.2
980.37,285.69,1198.68,189.5
980.5,285.8,1198.33,198.5
980.5,285.85,1198.13,215.7
980.53,285.86,1198.08,226.9
980.61,285.83,1198.31,123.7
980.65,285.55,1199.5,121.4
980.74,285.21,1201.03,105.2
980.9,285.26,1201.04,165.1
981.04,285.54,1200.03,186.4
981.18,285.59,1199.99,165.2
981.3,285.19,1201.75,123.2
981.37,284.66,1204.03,120.3
981.42,284.51,1204.69,136.3
981.36,284.4,1205.14,164.5
981.34,284.07,1206.53,183.7
981.35,283.87,1207.35,178.2
981.38,283.79,1207.73,184.5
981.4,283.73,1208.01,191.2
981.4,283.69,1208.18,191.2
981.38,283.35,1209.59,162.3
981.38,282.82,1211.86,158.5
981.4,282.75,1212.14,148
981.54,282.79,1212.1,145.8
981.64,283.01,1211.28,147.2
981.64,283.08,1210.98,161
981.6,283.08,1210.92,165.8
981.54,283.03,1211.07,150
981.41,282.79,1211.99,187.6
981.36,282.83,1211.82,171.4
981.37,282.72,1212.3,174.1
981.27,282.46,1213.32,166.9
981.25,282.52,1213.11,171.7
981.2,282.47,1213.28,134.6
981.19,282.32,1213.92,133.3
981.28,282.3,1214.09,137.6
981.28,282.37,1213.79,39.78
981.17,282.56,1212.91,63.42
981.09,282.56,1212.83,113
981.25,282.54,1213.08,167.7
981.37,282.42,1213.68,26.56
981.38,282.55,1213.15,137.9
981.37,282.64,1212.8,169.9
981.33,283.07,1210.91,202.8
981.24,283.24,1210.1,164.2
981.27,283.08,1210.82,110.4
981.44,282.94,1211.52,108.8
981.46,282.99,1211.33,129.4
981.45,283.09,1210.9,160.1
981.43,282.97,1211.4,186.4
981.45,282.84,1212.01,204.7
981.53,282.69,1212.73,181.4
981.53,282.57,1213.25,175.2
981.45,282.26,1214.53,182.3
981.47,281.98,1215.73,201.6
981.59,282.07,1215.5,195.7
981.59,282.16,1215.11,177.8
981.54,282.1,1215.31,174.1
981.61,282.02,1215.71,234.5
981.54,282.23,1214.77,101.1
981.61,282.32,1214.41,184.6
981.44,282.2,1214.8,172.4
981.33,281.9,1216.01,205.7
981.27,281.76,1216.54,186.6
981.35,281.91,1215.95,182.7
981.32,282.03,1215.45,170.1
981.35,282.25,1214.55,164
981.29,282.51,1213.36,163.9
981.24,282.47,1213.51,186.7
981.24,282.6,1212.96,170.7
981.16,282.85,1211.78,164
981.05,282.88,1211.56,173.9
980.89,282.95,1211.17,194.7
980.89,283.11,1210.5,196.1
981,283.26,1209.92,183.2
980.95,283.42,1209.16,166.9
980.73,283.46,1208.76,170.1
980.56,283.36,1209.04,159.2
980.44,283.37,1208.88,192.9
980.3,283.54,1208.05,181.9
980.11,283.85,1206.59,187
979.95,284.16,1205.11,182.2
979.76,284.37,1204.05,210.8
979.66,284.31,1204.2,235.7
979.6,284.35,1203.93,212.2
979.61,284.3,1204.15,210.8
979.54,284.46,1203.45,204.3
979.47,284.65,1202.56,226.2
979.43,284.8,1201.87,213
979.41,284.95,1201.19,213.4
979.3,285.13,1200.37,227.6
979.17,285.37,1199.2,209.8
979.15,285.46,1198.84,220.8
979.12,285.68,1197.86,229.9
978.98,285.92,1196.69,242.1
978.91,286.12,1195.77,229.4
978.81,286.22,1195.26,226.5
978.81,286.39,1194.5,239.5
978.81,286.51,1193.89,150.3
978.8,286.46,1194.04,177.8
978.8,286.28,1194.76,191.8
978.8,286.31,1194.64,186
978.72,286.47,1194.01,208.6
978.69,286.46,1193.95,208.8
978.74,286.31,1194.51,210.3
978.82,286.32,1194.52,214.6
978.89,286.38,1194.27,204.7
978.91,286.36,1194.35,205.5
978.92,286.32,1194.5,201.8
978.98,286.22,1194.92,199
979,286.16,1195.19,191.3
979,286.15,1195.22,196.2
978.83,286.12,1195.22,196
978.86,286.07,1195.45,205.7
978.92,286,1195.82,202
978.91,285.9,1196.24,199.3
978.79,285.89,1196.19,193.2
978.88,285.8,1196.64,201
978.95,285.73,1196.99,195.4
978.92,285.73,1196.99,196.3
979.1,285.67,1197.39,202.7
979.18,285.68,1197.41,190.8
979.22,285.66,1197.53,187
979.36,285.43,1198.61,190.3
979.45,285.37,1198.93,199.1
979.52,285.41,1198.81,191
979.56,285.38,1198.99,198.7
979.67,285.32,1199.34,195.5
979.76,285.5,1198.66,178.7
979.74,285.68,1197.92,178.2
979.78,285.6,1198.25,173.7
979.84,285.52,1198.65,173.2
980,285.37,1199.4,190.7
980.04,285.33,1199.62,192.7
980.15,285.41,1199.39,204.6
980.23,285.58,1198.78,198.6
980.19,285.59,1198.67,195.1
980.24,285.41,1199.46,193.5
980.33,285.27,1200.14,176.2
980.38,285.16,1200.62,167.9
980.35,285.02,1201.18,183.1
980.28,284.89,1201.67,182.3
980.27,284.64,1202.72,181.2
980.26,284.44,1203.57,178
980.21,284.51,1203.22,183.4
980.2,284.29,1204.12,176.5
980.28,284.11,1204.95,178.3
980.2,284.34,1203.95,162.3
980.22,284.74,1202.28,160
980.25,284.81,1201.99,141.6
980.17,284.92,1201.47,142.7
980.16,284.9,1201.5,128.5
980.15,284.78,1202,126.4
980.15,284.72,1202.26,147.2
980.25,284.55,1203.06,160
980.35,284.44,1203.59,137.2
980.4,284.49,1203.43,149.3
980.44,284.69,1202.57,287.3
980.46,284.84,1201.94,160.1
980.51,284.7,1202.6,195.3
980.53,284.52,1203.39,193.2
980.59,284.57,1203.2,182.1
980.54,284.49,1203.48,195.4
980.53,284.53,1203.34,189.6
980.51,284.54,1203.26,198.3
980.43,284.48,1203.39,197.3
980.46,284.51,1203.27,188.8
980.53,284.73,1202.4,189.7
980.65,284.9,1201.75,193.6
980.66,284.99,1201.36,181
980.68,285.06,1201.07,178.3
980.79,284.92,1201.76,194.4
980.81,284.88,1201.89,188.5
980.89,284.94,1201.71,201.4
981.07,285.23,1200.57,207.5
981.06,285.51,1199.36,198.6
981.12,285.4,1199.84,196.5
981.18,285.32,1200.24,197.5
981.26,285.4,1199.96,200.4
981.22,285.61,1199.02,190.8
981.2,285.33,1200.17,188.5
981.33,285.06,1201.45,214.3
981.45,285.06,1201.55,202.5
981.5,285.14,1201.27,187.9
981.51,285.08,1201.53,181.6
981.49,284.94,1202.1,178.5
981.5,284.82,1202.63,187.6
981.71,284.82,1202.8,187.9
981.87,284.95,1202.4,178
981.96,284.96,1202.43,191.2
982.01,284.83,1203.04,182.1
982.15,284.69,1203.71,178.2
982.32,284.69,1203.89,177.8
982.58,284.76,1203.83,196.8
982.82,284.86,1203.62,199.1
982.97,285.08,1202.83,192.9
983.13,285.12,1202.77,190.8
983.32,284.98,1203.56,209.5
983.48,284.9,1204.01,208.8
983.58,284.83,1204.43,218.9
983.7,284.9,1204.24,220.3
983.84,284.8,1204.75,223.3
984.04,284.7,1205.38,228.4
984.3,284.71,1205.57,38.82
984.51,284.53,1206.49,177.8
984.64,284.17,1208.15,206.4
984.71,283.98,1209.01,214.7
984.82,284,1209.01,180.7
984.85,283.96,1209.23,195.2
985.04,283.6,1210.91,179
985.1,283.63,1210.84,216
985.14,283.72,1210.46,67.08
985.21,283.93,1209.65,160.4
985.27,284.11,1208.89,152.4
985.45,284.15,1208.89,177.9
985.66,284.01,1209.68,207.5
985.82,284.17,1209.13,149
985.93,284.17,1209.11,164.5
986.03,283.97,1210.08,211.1
986.17,284.08,1209.79,204.4
986.18,284.15,1209.47,191.6
986.17,284.18,1209.32,193.6
986.06,284.37,1208.4,185
986.14,284.38,1208.4,187
986.19,284.44,1208.24,176.5
986.27,284.65,1207.39,184.8
986.22,284.9,1206.29,163.4
986.11,284.93,1206.05,166.4
986.24,284.94,1206.1,177.9
986.36,285.05,1205.74,177.6
986.42,285.19,1205.18,167.2
986.31,285.38,1204.27,172.5
986.31,285.52,1203.63,171.8
986.39,285.55,1203.61,178.7
986.42,285.55,1203.6,165.7
986.43,285.62,1203.31,167.8
986.41,285.71,1202.94,165.3
986.39,285.79,1202.56,178.4
986.42,285.77,1202.66,188.6
986.42,285.84,1202.34,177.7
986.42,285.85,1202.31,191.5
986.43,285.92,1202.01,182.2
986.5,285.99,1201.76,173.5
986.51,286.06,1201.48,172
986.53,286.03,1201.62,175.5
986.58,285.92,1202.11,181.4
986.65,285.86,1202.42,179.2
986.67,285.8,1202.66,180
986.82,285.68,1203.31,183.4
986.91,285.57,1203.83,179
986.9,285.56,1203.85,179.7
986.9,285.56,1203.86,197.1
986.92,285.61,1203.68,199.3
987.01,285.71,1203.35,204.5
987.14,285.63,1203.79,205
987.21,285.58,1204.03,203.1
987.33,285.46,1204.65,201.8
987.34,285.42,1204.82,196.8
987.38,285.39,1204.97,201.6
987.38,285.35,1205.14,202.9
987.4,285.24,1205.64,205.7
987.41,285.12,1206.15,209.3
987.54,284.98,1206.86,206.7
987.58,284.78,1207.75,211.4
987.68,284.66,1208.34,209
987.86,284.49,1209.21,211.3
988.11,284.35,1210.04,208.9
988.14,284.16,1210.92,204.4
988.13,283.88,1212.14,208
988.1,283.77,1212.59,196.5
988.14,283.7,1212.94,205.9
988.17,283.67,1213.07,211.1
988.31,283.74,1212.89,213.8
988.35,283.54,1213.83,194.4
988.49,283.28,1215.12,208.5
988.5,283.19,1215.5,209.4
988.5,283.04,1216.1,204.5
988.5,282.81,1217.18,209.6
988.5,282.35,1219.23,203.3
988.53,281.93,1221.17,175.1
988.52,281.64,1222.38,180.3
988.6,281.84,1221.51,184.3
988.64,281.68,1222.32,208.2
988.65,281.49,1223.18,200.8
988.72,281.44,1223.44,209.9
988.79,281.43,1223.57,195.3
988.97,281.28,1224.39,182.5
989.05,281.14,1225.07,202.4
989.08,281.11,1225.24,171.9
989.18,281.23,1224.77,57.51
989.22,281.12,1225.34,32.42
989.33,280.73,1227.24,175.8
989.36,280.69,1227.4,199.4
989.55,280.04,1230.63,201.5
989.63,279.71,1232.19,211.8
989.64,279.39,1233.7,166.3
989.65,279.38,1233.68,203.9
989.77,279.63,1232.57,31.27
989.86,279.53,1233.18,142.8
989.86,279.04,1235.49,145.5
989.86,278.94,1235.89,320.7
989.86,279.21,1234.58,194.3
989.87,279.21,1234.63,142.3
989.91,278.92,1236.03,149.9
989.91,279.21,1234.64,153.9
989.88,279.4,1233.73,151.4
989.83,279.36,1233.89,133.4
989.87,279.15,1234.9,177.1
989.92,279.07,1235.31,45.69
990.06,279.06,1235.5,56.76
990.21,278.91,1236.35,145.7
990.2,278.71,1237.3,93.9
990.22,279.01,1235.82,123.1
990.28,279.2,1234.98,253.5
990.41,279.05,1235.85,150.7
990.36,278.24,1239.67,194.3
990.35,277.91,1241.18,184.4
990.47,277.82,1241.67,187.7
990.48,277.67,1242.41,155
990.57,277.63,1242.64,152.9
990.6,277.56,1243.01,133.8
990.65,277.58,1242.93,173.4
990.72,277.33,1244.2,141
990.76,277.47,1243.53,266.8
990.9,277.57,1243.18,180.5
990.96,277.64,1242.89,196.9
990.86,277.84,1241.85,146.6
990.88,278,1241.11,151.9
990.8,278.03,1240.94,197.9
990.71,278.06,1240.67,48.99
990.73,278.04,1240.82,44.43
991.01,277.94,1241.51,331.9
991.08,277.87,1241.92,187
991.07,277.59,1243.27,164.7
991.12,277.5,1243.73,195.3
991.26,277.66,1243.07,4.6
991.32,277.91,1241.92,161.2
991.4,277.86,1242.24,221.3
991.4,277.94,1241.86,209.9
991.51,278.03,1241.54,213.1
991.56,277.79,1242.74,186.9
991.57,277.71,1243.1,200.4
991.56,277.52,1244.01,184.7
991.58,277.7,1243.14,161.4
991.57,277.9,1242.19,191.6
991.61,277.84,1242.54,176.7
991.68,277.77,1242.95,148
991.73,277.51,1244.21,202.2
991.8,277.31,1245.22,191.4
991.81,277.34,1245.07,177.6
991.89,277.56,1244.12,192.7
991.93,277.75,1243.25,188.2
991.97,277.93,1242.43,191.5
992.08,277.83,1243.05,161.6
992.1,277.54,1244.43,131
992.26,278,1242.36,38.03
992.33,278.61,1239.59,152.6
992.43,278.93,1238.31,140.5
992.46,278.81,1238.95,24.08
992.46,279.22,1237,113.1
992.48,279.41,1236.12,136.5
992.53,279.58,1235.44,182.4
992.67,279.4,1236.41,172.2
992.64,279.26,1237,138.9
992.67,279.19,1237.33,119.7
992.68,279.64,1235.23,156.7
992.66,279.93,1233.93,179.8
992.62,280.12,1233.03,206.7
992.54,280.28,1232.21,175.7
992.48,280.4,1231.6,182.5
992.46,280.69,1230.24,167.7
992.36,280.98,1228.9,180.3
992.25,280.91,1229.07,183.8
992.2,281.25,1227.53,198.2
992.22,281.49,1226.45,205.4
992.21,282.32,1222.72,190.9
992.06,282.65,1221.15,169.5
991.96,282.58,1221.39,181
991.85,282.56,1221.39,205.7
991.75,282.5,1221.58,217.9
991.83,282.64,1221,238.2
991.77,282.79,1220.31,213.1
991.63,282.96,1219.41,202.4
991.58,283.16,1218.44,240.3
991.57,283.73,1215.98,214.5
991.59,284.08,1214.49,213.3
991.6,284.49,1212.72,207.3
991.61,285.1,1210.09,153.6
991.69,285.5,1208.39,190.1
991.72,285.43,1208.75,216.9
991.7,285.13,1210.01,288.3
991.59,285.1,1210.06,13.72
991.7,285.07,1210.28,241.5
991.74,284.8,1211.46,229
991.8,284.69,1211.95,247.4
991.74,284.57,1212.39,14.32
991.81,284.33,1213.51,42.68
991.76,284.13,1214.36,37.77
991.79,284.2,1214.08,88
991.83,284.2,1214.12,76.1
991.93,284.25,1213.99,106.2
991.96,284.19,1214.26,95.1
992.05,283.87,1215.7,68.37
992.14,283.69,1216.55,210
992.28,283.59,1217.09,57.15
992.31,283.32,1218.25,81.6
992.32,283.07,1219.35,48.68
992.38,282.83,1220.48,63.41
992.43,282.61,1221.45,54.04
992.45,282.54,1221.78,19.4
992.54,282.5,1222.01,25.44
992.66,282.47,1222.24,19.33
992.69,282.44,1222.43,24.81
992.82,282.32,1223.09,30.87
992.93,282.12,1224.07,207
993.03,282.05,1224.42,235.7
993.06,282.06,1224.39,218.2
993.05,281.95,1224.9,37.65
993.05,281.83,1225.42,37.56
993.04,281.82,1225.45,23.93
993.06,281.47,1227.13,207.7
993.05,281.31,1227.76,228.7
993.01,281.42,1227.2,4.32
992.97,281.47,1226.99,60.95
992.94,281.38,1227.4,127.5
992.93,281.21,1228.15,136.1
993.02,280.68,1230.68,126.2
993.09,280.09,1233.43,185.6
993.18,279.94,1234.13,184.7
993.27,279.95,1234.16,169.4
993.32,279.95,1234.15,135.2
993.37,280.03,1233.82,314.7
993.35,280.08,1233.55,359.9
993.31,280.03,1233.76,258.2
993.25,280.05,1233.6,356.6
993.2,280.16,1233.05,2
993.25,279.84,1234.61,171.6
993.28,279.78,1234.92,159.6
993.34,279.84,1234.67,92.9
993.41,279.85,1234.72,68.63
993.42,279.72,1235.37,76.9
993.37,279.45,1236.57,165.2
993.33,279.2,1237.7,177.9
993.42,278.97,1238.87,196.2
993.41,278.87,1239.31,187.7
993.4,278.7,1240.09,174.9
993.39,278.62,1240.44,166
993.41,278.79,1239.67,95.4
993.42,278.8,1239.61,118
993.43,278.77,1239.75,143.7
993.43,278.84,1239.41,102.4
993.36,278.62,1240.43,85.3
993.31,278.57,1240.57,130.3
993.38,278.55,1240.76,228.6
993.33,278.62,1240.35,198.3
993.3,278.53,1240.74,166.1
993.36,278.4,1241.45,145.4
993.41,278.37,1241.63,52.65
993.41,278.49,1241.04,29.48
993.44,278.69,1240.12,18.58
993.57,278.72,1240.07,87
993.65,278.66,1240.43,345.6
993.64,278.86,1239.46,305.6
993.68,278.83,1239.65,229.9
993.74,278.95,1239.17,53.37
993.74,279.19,1238.03,48.69
993.69,279.34,1237.28,38.07
993.67,279.41,1236.96,55.54
993.65,279.42,1236.86,27.36
993.55,279.74,1235.26,24.48
993.6,279.8,1235.01,24.44
993.85,279.78,1235.33,38.95
993.9,279.78,1235.36,36.36
993.93,279.77,1235.44,30.44
993.96,279.78,1235.41,11.31
993.97,279.79,1235.34,12.2
993.94,279.83,1235.15,13.73
993.84,279.86,1234.93,20.84
993.89,279.89,1234.82,28.88
993.89,279.86,1234.95,31.13
993.95,279.94,1234.62,22.1
994.17,279.96,1234.68,27.67
994.3,279.9,1235.09,19.75
994.36,279.88,1235.23,23.57
994.42,279.88,1235.31,32.54
994.54,279.84,1235.58,34.22
994.52,279.89,1235.33,23.9
994.42,279.94,1235.01,26.65
994.44,279.9,1235.22,21.9
994.62,279.93,1235.22,20.4
994.78,279.97,1235.18,23
994.82,279.99,1235.14,24.08
994.88,279.98,1235.24,21.63
995.01,279.96,1235.42,27.4
995.13,279.85,1236.05,24.59
995.38,279.8,1236.52,28.9
995.56,279.74,1236.93,27.19
995.63,279.68,1237.32,24.35
995.53,279.66,1237.32,24.52
995.51,279.63,1237.43,26.2
995.6,279.58,1237.74,24.38
995.63,279.56,1237.85,28.5
995.81,279.57,1237.98,35.36
995.93,279.56,1238.13,33.62
995.94,279.54,1238.19,30.25
996.07,279.48,1238.62,32.91
996.02,279.49,1238.54,30.6
995.91,279.49,1238.41,28.92
996.07,279.48,1238.61,29.64
996.19,279.51,1238.55,32.49
996.25,279.5,1238.64,27.61
996.25,279.53,1238.54,30.2
996.26,279.53,1238.54,26.61
996.16,279.54,1238.39,26.44
996.14,279.6,1238.07,30.75
996.12,279.68,1237.72,37.34
995.99,279.75,1237.25,35.39
995.94,279.76,1237.14,39.86
996,279.76,1237.19,40.54
996.12,279.77,1237.25,41.77
996.09,279.8,1237.07,36.04
996.11,279.85,1236.86,36.71
996.11,279.89,1236.67,42.3
995.91,279.95,1236.23,38.47
995.75,279.95,1236.08,38.38
995.56,279.95,1235.91,37.25
995.51,279.95,1235.89,33.56
995.42,279.97,1235.72,35.43
995.36,279.88,1236.09,30.96
995.3,279.82,1236.29,29.25
995.26,279.8,1236.35,27.04
995.17,279.79,1236.34,29.08
995.18,279.76,1236.49,34.77
995.3,279.69,1236.91,30.47
995.32,279.63,1237.24,24.9
995.44,279.6,1237.48,28.3
995.37,279.58,1237.48,31.43
995.46,279.56,1237.67,34.6
995.55,279.5,1238.04,32.48
995.62,279.46,1238.31,34.57
995.69,279.45,1238.41,36.82
995.75,279.43,1238.56,38.52
995.8,279.39,1238.77,40.08
995.83,279.36,1238.92,44.03
995.73,279.4,1238.67,32.43
995.64,279.45,1238.37,22
995.62,279.44,1238.39,26.51
995.58,279.37,1238.66,32.18
995.56,279.32,1238.91,29.18
995.72,279.31,1239.1,38.83
995.75,279.3,1239.14,34.62
995.83,279.3,1239.23,29.48
995.86,279.3,1239.27,28.9
996.05,279.28,1239.52,29.49
996.15,279.27,1239.64,30.91
996.13,279.27,1239.62,34.61
996.26,279.21,1240.02,34.74
996.38,279.13,1240.5,33.12
996.3,279.02,1240.95,33.29
996.35,278.94,1241.37,36.94
996.36,278.92,1241.5,36.95
996.38,278.92,1241.52,38.14
996.42,278.86,1241.84,36.21
996.54,278.83,1242.08,35.99
996.61,278.76,1242.48,40.1
996.5,278.65,1242.88,38.5
996.5,278.62,1243.02,38.08
996.51,278.6,1243.15,41.97
996.49,278.51,1243.54,37.97
996.6,278.41,1244.13,39.01
996.61,278.35,1244.4,37.02
996.62,278.37,1244.34,32.69
996.6,278.42,1244.1,42.52
996.5,278.39,1244.11,39.54
996.52,278.37,1244.24,41.08
996.69,278.36,1244.45,38.34
996.73,278.31,1244.73,37.86
996.72,278.29,1244.79,36.29
996.53,278.28,1244.69,39.34
996.54,278.24,1244.89,41.88
996.65,278.23,1245.03,38.09
996.7,278.21,1245.18,42.18
996.69,278.12,1245.62,40.2
996.72,278.05,1245.94,46.7
996.64,278.01,1246.08,49.86
996.74,277.9,1246.72,40.98
996.71,277.79,1247.21,52
996.73,277.74,1247.48,53.4
996.68,277.68,1247.71,45.01
996.57,277.6,1248,46.77
996.57,277.52,1248.38,47.03
996.56,277.5,1248.48,48.1
996.51,277.5,1248.44,47.97
996.54,277.53,1248.29,53.59
996.51,277.52,1248.34,62.74
996.45,277.46,1248.58,74
996.47,277.4,1248.86,68.56
996.43,277.4,1248.84,62.49
996.37,277.33,1249.1,68.94
996.42,277.32,1249.22,71.8
996.47,277.31,1249.32,68.87
996.39,277.32,1249.18,55.89
996.26,277.36,1248.92,66.04
996.12,277.34,1248.91,63.93
996.13,277.33,1248.94,49.16
996.15,277.32,1249.02,48.52
996.14,277.28,1249.25,46.6
996.09,277.28,1249.18,46.62
995.83,277.29,1248.92,63.3
995.9,277.29,1249.01,54.36
996.08,277.27,1249.27,56.62
996.14,277.27,1249.3,61.25
996.18,277.24,1249.49,40.47
996.29,277.2,1249.73,48.44
996.37,277.19,1249.88,47.6
996.34,277.08,1250.34,48.01
996.27,277.04,1250.51,52.8
996.13,277.07,1250.23,65.85
995.9,277.02,1250.23,65.51
995.78,276.99,1250.29,47.73
995.96,276.95,1250.62,45.03
996,276.94,1250.69,48.48
996.01,276.94,1250.72,50.77
995.98,276.93,1250.75,43.03
996,276.97,1250.54,44.48
995.98,277,1250.41,43.91
996.04,276.97,1250.66,43.42
996.05,276.91,1251.13,43.9
996.13,276.93,1251.23,43.41
996.08,276.9,1251.34,50.22
996.06,276.78,1251.92,69.51
